fips,wage,employment
21027,18038.86804597701,2175
21029,22953.026839280075,9501
21031,21579.301498677636,3403
21033,21556.960352422906,3178
21035,21918.52504122906,11521
21037,27182.09097346804,21182
21039,17284.572368421053,608
21041,33189.33372781065,5070
21043,17822.349005847955,4275
21045,19218.785928143712,2672
21047,25148.312533333334,20625
21049,26213.999517102617,12425
21051,18094.593054619014,2966
21053,16832.572361973213,3061
21055,21616.20144685587,1797
21057,16822.793365583966,1447
21059,25846.31752046513,34571
21061,16046.874092009686,826
21063,15456.386440677967,295
21065,17530.263452914798,1784
21067,29738.74209657654,141173
21069,20670.3896,2500
21071,24259.21173882843,8638
21073,25307.372821885223,16815
21075,22209.58101010101,2475
21077,32054.46857463524,1782
21079,20766.485239852398,1626
21081,20612.0282584885,4565
21083,25221.172403733955,10284
21085,20380.040982436098,7003
21087,17552.875762195123,1312
21089,27737.693572951568,6566
21091,42224.9661464058,4549
21093,26214.5867312175,27885
21095,24338.09247901872,6196
21097,26154.524518790102,4364
21099,19191.61718309859,3550
21101,27876.75872316442,19517
21103,23095.15367965368,2310
21105,18146.031853281853,1036
21107,25727.334711033276,14275
21109,18676.190778341792,2364
21111,33421.761644525366,393232
21113,25740.675088291224,11043
21115,21308.845111528037,4797
21117,30410.52612541033,47827
21119,30456.514944491886,2342
21121,21021.519008541283,5971
21123,18876.578344612182,1921
21125,23772.182450088847,19134
21127,24282.818260120584,2322
21129,19284.029055690073,1239
21131,35975.131056760496,2167
21133,25294.895485969908,4918
21135,17154.33818181818,1100
21137,20897.43870741131,2847
21139,24384.062880324545,1972
21141,26519.37418528864,8592
21143,15194.25863392172,1303
21145,27094.081765812367,34024
21147,17264.361265498075,2339
21149,19211.56288343558,1304
21151,23626.7410871377,21598
21153,22531.493870402803,1713
21155,22233.772074729597,5085
21157,32685.934989200865,9260
21159,32076.33133640553,2170
21161,24216.796493721868,8442
21163,24937.161974278763,2877
21165,17790.766187050358,556
21167,30068.81978515312,6237
21169,20871.340206185567,1843
21171,19306.701249526694,2641
21173,21889.873813203798,9058
21175,21134.309866666666,1875
21177,24681.301975273553,7037
21179,25393.24872021183,11330
21181,19806.16759156493,901
21183,20615.798843187662,4668
21185,26464.557505309043,8947
21187,25112.440766550524,1148
21189,16251.219373219374,351
21191,24944.47403598972,1945
21193,26273.064642819234,9421
21195,26942.144187870766,20397
21197,19584.927710843374,2324
21199,22246.354012658838,20697
21201,13560.138157894737,152
21203,18529.985601151908,2778
21205,20497.88157480315,6350
21207,18218.284681130834,4563
21209,41917.06553248111,21043
21211,28261.686052162644,12346
21213,27625.230411068245,7517
21215,20266.99517839923,1037
21217,20633.637860661507,7105
21219,22911.83292880259,2472
21221,23083.16906077348,2715
21223,27239.804924242424,528
21225,26722.33413365346,4998
21227,26864.779607635715,41594
21229,23715.483084185682,2542
21231,18504.118626644737,4864
21233,27831.23682598039,3264
21235,21973.459107031085,9586
21237,15369.773913043478,920
21239,29542.425738111335,8874
22001,21580.18388592424,11431
22003,19056.67244553544,6518
22005,34019.535336756264,26488
22007,26871.181670281996,3688
22009,18432.75129982669,8078
22011,27696.596276905177,6876
22013,23039.436375531568,3057
22015,22554.324208336042,30758
22017,27818.474692062973,98072
22019,28771.097304145842,71035
22021,20129.362108922363,1726
22023,34067.95217244863,2969
22025,17446.778485041374,1571
22027,22118.900203665988,2455
22029,19283.35782122905,3580
22031,26960.58120191308,4809
22033,29028.790124386727,199137
22035,17469.47156227502,1389
22037,21585.792291220558,1868
22039,21216.111092179246,5869
22041,15937.677654012276,4399
22043,23166.23761792453,1696
22045,27888.797888629222,24818
22047,39894.4931414626,11883
22049,27841.7296,3125
22051,28036.130174006128,190568
22053,19103.175287881557,5471
22055,29831.56102857031,102239
22057,28261.89671667754,22995
22059,21312.30382682644,2587
22061,24068.900815319023,13369
22063,21535.728045581985,11057
22065,16551.770188830855,2489
22067,25396.446502944134,6963
22069,22028.508753538106,9539
22071,31299.93749164901,209556
22073,25681.050899121314,58724
22075,36891.79841350702,13741
22077,24523.09932497589,4148
22079,23954.134548328606,43018
22081,22064.429815016323,1838
22083,20783.16172168826,4786
22085,21022.3507429086,4442
22087,24456.46327683616,12921
22089,43313.85795246801,16410
22091,23417.4647256439,893
22093,39493.56471631206,5640
22095,30710.21984329446,10976
22097,21969.14162728979,15449
22099,20209.92704165686,8498
22101,31912.613037447987,23072
22103,23075.207200939254,45994
22105,19518.534953129598,23789
22107,24114.020080321287,1245
22109,30239.72585421696,40183
22111,20216.144115796098,4767
22113,27668.271328015016,10655
22115,19830.571737251514,6942
22117,22547.885305528613,8248
22119,23509.443590741103,10282
22121,30772.03825989961,8965
22123,17154.476623913943,2417
22125,39244.03271509531,3882
22127,23211.700403836447,3962
23001,26037.09763405065,42055
23003,22012.203574203573,24453
23005,30732.826613343525,146528
23007,25851.143716778657,9971
23009,24976.355580655098,19478
23011,25866.59963055369,41684
23013,23996.24533135576,14833
23015,22425.608204134365,9288
23017,25012.340684158087,15055
23019,26449.14522553558,55734
23021,21686.542285345386,4647
23023,31534.539814007556,13764
23025,25738.864562477916,16982
23027,23491.853292137224,9386
23029,21696.879067302598,9435
23031,25735.2196656721,52284
24001,23333.16740783841,24061
24003,34896.496213683226,160050
24005,33986.59407377598,303161
24009,29304.2918750453,13797
24011,23277.332885545406,7444
24013,26119.856550996836,39826
24015,29507.356965380157,18111
24017,24698.494925539708,28673
24019,25027.52376435873,9489
24021,29938.381018809498,65233
24023,20435.768921475876,8456
24025,26205.77341096555,53586
24027,38273.021797837806,113681
24029,23374.58130563798,6740
24031,42041.89441069423,369545
24033,34422.31972695066,231460
24035,22179.03418705694,8746
24037,30199.310724227827,22631
24039,24020.866571699906,4212
24041,26878.468184615384,16250
24043,28005.730372144502,55113
24045,26714.41683876991,35347
24047,19548.69529632186,20282
24510,39047.03599331185,303223
25001,28529.473533600416,75133
25003,30999.642966770836,54079
25005,30159.171276405068,195275
25007,27646.102750126538,5927
25009,39554.10422794118,266560
25011,27764.232301468648,22742
25013,31461.34623768724,171570
25015,26920.990790661082,43217
25017,53691.98419523927,766731
25019,33103.190495207666,5008
25021,43499.224781757,293022
25023,33291.18452458073,138930
25025,58882.36103449413,515189
25027,36860.97501784181,276037
26001,20451.608695652172,1472
26003,25504.774281805745,2193
26005,30813.00789894089,33802
26007,26004.451941938016,10196
26009,22871.84819576939,4822
26011,19750.03011056222,4251
26013,22492.80582152432,2611
26015,25929.688122605363,10440
26017,30488.031455385586,34843
26019,20508.441584158416,3535
26021,31278.940400553638,59967
26023,25916.662945329175,12182
26025,31716.41678985451,51412
26027,27470.194901621086,8081
26029,28521.35312704293,9178
26031,21723.095513963162,6732
26033,21006.810099788327,9921
26035,21227.13771419588,6361
26037,27433.475008707766,11484
26039,24328.855813953487,3440
26041,26529.97038272193,12594
26043,27256.696334626995,11595
26045,29996.224284138876,26297
26047,26848.49596608779,14626
26049,36592.097778343625,141381
26051,23980.688614900315,3812
26053,19706.134611659887,5163
26055,28223.430124564267,41023
26057,24446.847605483355,11234
26059,29188.01243907762,13747
26061,20588.40698525567,9563
26063,26501.823864588572,11934
26065,33010.90113795716,124082
26067,27461.47159288951,11476
26069,21719.99016813907,7018
26071,20869.594085027726,2705
26073,23518.016188582787,21126
26075,31007.988000555346,50419
26077,32705.444617033198,101719
26079,29628.695156695157,3510
26081,33677.47855495535,323035
26083,15542.86170212766,470
26085,21698.26194144838,1298
26087,25887.8617867952,17842
26089,22936.0677461381,5373
26091,29078.092705007195,28499
26093,32339.71486955282,42086
26095,19897.23711340206,1261
26097,20249.197884841364,4255
26099,40961.54391704871,301671
26101,23641.565856777495,6256
26103,26732.32792939709,20849
26105,25050.75596470204,9179
26107,21642.745733788397,7618
26109,23853.923493044822,7764
26111,43845.37767235927,31620
26113,21216.01709776414,2281
26115,34879.412478059676,37602
26117,24803.657775119616,16720
26119,19258.24530327429,1863
26121,30745.733444211957,55917
26123,25670.489770114942,8700
26125,45071.78799950642,713154
26127,19698.983670692294,5879
26129,19782.879601803157,5324
26131,23803.716695753345,1719
26133,28627.958934169277,6380
26135,19327.844686648503,1468
26137,25766.434078869923,10194
26139,31757.843669202233,106748
26141,20765.356469002694,2968
26143,18649.047599077374,4769
26145,34697.45346905847,84288
26147,29825.684787236427,44627
26149,30661.62521991346,21031
26151,24094.1339249286,9804
26153,24630.11935953421,2061
26155,24383.960512273214,14992
26157,33064.45015254404,10161
26159,27503.7789167152,17170
26161,42043.59790421565,137037
26163,42982.320092929214,746805
26165,25204.76800698127,14897
27001,20236.5710978836,3024
27003,33905.57965776663,94906
27005,21210.270514532196,9737
27007,21796.953307686505,13257
27009,26143.00047961631,12510
27011,18575.797836938436,1202
27013,24933.751840577657,28252
27015,24800.734154377158,12748
27017,29725.118290160543,10153
27019,34985.13671998733,25256
27021,18268.909632571995,7049
27023,24316.570923552805,4526
27025,25400.759488768395,10328
27027,21151.092651509272,12887
27029,27906.865252293577,1744
27031,17930.441441441442,2109
27033,20443.857180640043,3781
27035,24844.640465725242,21386
27037,34170.54014067427,136059
27039,27209.819717529772,3611
27041,23963.280790872148,12796
27043,22137.878445084327,4862
27045,21350.397970479706,5420
27047,24025.099554969507,12134
27049,27322.93908867895,19159
27051,20881.379539951573,1652
27053,44202.14261954156,787634
27055,20143.990674846627,4075
27057,22191.189043824703,5020
27059,24650.688894937397,7348
27061,26383.201606425704,12450
27063,20505.479440319818,3502
27065,25157.667116812965,2962
27067,23248.84494499738,17181
27069,19889.0113735783,1143
27071,30551.697183098593,4686
27073,18270.47435897436,1638
27075,25979.882352941175,3128
27077,21881.58818635607,1202
27079,24399.215539494064,7748
27081,17079.058013052938,1379
27083,25228.909355509357,12025
27085,29856.480123703368,15521
27087,22286.181933038533,1583
27089,21607.033010813888,1757
27091,23878.790548855526,8126
27093,23707.95184501845,5420
27095,22050.70404077175,8241
27097,22236.953833470732,8491
27099,25851.902622274603,13576
27101,19839.224882629107,2130
27103,24831.398016640054,11899
27105,21585.343540788494,8066
27107,21382.9306518724,1442
27109,36228.511592929775,75132
27111,21887.53597019203,17445
27113,23883.444410507025,6548
27115,20151.36102597193,6199
27117,21107.510523150933,3326
27119,21254.675196643944,9535
27121,22254.237609841828,2845
27123,38803.48587510051,279825
27125,20294.911660777387,849
27127,22052.262139277693,5787
27129,23170.67092651757,5008
27131,28022.640466503934,18435
27133,20650.19855458349,2629
27135,27091.21952784193,7794
27137,27975.5942422948,77253
27139,34084.02797065374,30532
27141,27005.796368023366,15749
27143,20479.27966101695,3186
27145,26707.839050929426,66170
27147,28325.6044380658,18116
27149,22803.101341707108,3503
27151,21147.26425030979,3228
27153,23252.702561966256,4801
27155,19517.67013372957,673
27157,22535.69579340588,6157
27159,21791.725743589745,4875
27161,25374.763673588768,6838
27163,32331.831802644752,57926
27165,21630.86696013695,4089
27167,20683.13470173188,1559
27169,24794.198229846254,21919
27171,26921.197108353183,23931
27173,19857.459391658827,3189
28001,23017.97044425972,10827
28003,25051.422524101665,11410
28005,22900.21023359288,1798
28007,19979.708711242354,4741
28009,24987.938875305623,1227
28011,22362.9492945794,9427
28013,20801.756859035006,3171
28015,18814.7136627907,688
28017,21403.33471963287,6973
28019,25693.559483344663,1471
28021,37067.911073825504,2384
28023,21601.944444444445,3618
28025,25430.44743538235,7467
28027,23019.507426928605,8348
28029,20116.360981089685,5341
28031,18474.681299885975,3508
28033,24995.701331114808,28848
28035,24104.024593615766,23746
28037,22397.2252614642,1243
28039,18855.69140625,2560
28041,18472.352040816328,784
28043,24609.46462777536,9188
28045,28521.825609373365,9559
28047,23901.34773155329,72208
28049,30400.011801302615,102870
28051,20436.60310421286,2706
28053,16899.98517563648,3103
28055,15703.297619047618,168
28057,22795.327109430396,4231
28059,31141.600367789393,41328
28061,21415.40323029797,3591
28063,19498.119926199262,542
28065,19580.590544871793,1248
28067,24239.779517441584,21013
28069,17577.94994892748,979
28071,21124.64053297287,10357
28073,21524.55364164014,10682
28075,25374.502881689637,27935
28077,34566.32935855263,2432
28079,18110.48401323043,5442
28081,27034.00787320004,48265
28083,20685.176933491286,11818
28085,23858.476124015553,10031
28087,25934.388986825015,21556
28089,25788.5856218671,23341
28091,19422.346231155778,5970
28093,21326.86387434555,5539
28095,26708.64239373602,8940
28097,16543.391494958352,2281
28099,23250.69060426753,11154
28101,20850.691631799164,4780
28103,19327.637628111275,2732
28105,19215.34382951654,9432
28107,21911.321898780046,8279
28109,19328.34021253658,6493
28111,32331.82695602513,1751
28113,19480.09367585699,12223
28115,22759.678695789808,9477
28117,21309.621311010214,7048
28119,19560.63768115942,1380
28121,27821.67655613729,37818
28123,19564.250156515518,11181
28125,17907.489215686273,1020
28127,18259.20191349412,5017
28129,23643.24119947849,3068
28131,21792.14377959535,2323
28133,19775.845050215208,7667
28135,17987.904231625835,1796
28137,21299.390218303946,4764
28139,24846.696393762184,6156
28141,21439.79520089286,5376
28143,23033.52577619852,17167
28145,23563.903425186712,7766
28147,18718.775088028167,2272
28149,24233.069578163773,20150
28151,22868.4159769317,18727
28153,21534.80052182163,4216
28155,18427.89587628866,2910
28157,18242.47359597653,1193
28159,25623.96686746988,4980
28161,23697.77185063603,2437
28163,23685.92478879044,4853
29001,21143.083615555297,8563
29003,18881.061138014527,1652
29005,17982.19739413681,1535
29007,25004.601859888407,8065
29009,25264.522880215343,13374
29011,21532.52815829528,4599
29013,18277.674013921114,2586
29015,16356.613161405068,2249
29017,16227.361846571623,1473
29019,24519.74993689688,51503
29021,27267.334187777808,36671
29023,22508.486661108796,14394
29025,20932.72614622057,807
29027,28124.103459494632,9221
29029,21015.982768321846,14218
29031,25356.81958468823,35058
29033,19762.681474003028,1981
29035,15224.725,800
29037,22166.64170040486,14820
29039,16807.991949910556,2236
29041,19681.194020744355,1639
29043,20771.865949211744,10593
29045,17329.073170731706,902
29047,32787.804359178735,72766
29049,19302.264341957256,3556
29051,26430.92727329797,31859
29053,19769.771219512197,4100
29055,19955.066745890275,5049
29057,20290.117831893167,1273
29059,15902.474622030237,1852
29061,18649.237545126354,1385
29063,16309.57561307902,1468
29065,20501.106958371314,3291
29067,18731.797822706067,1929
29069,20226.754901960783,8670
29071,25504.509132569558,30550
29073,21662.328,4875
29075,18013.075650118204,1692
29077,26407.72430960654,126341
29079,20458.532413793102,2900
29081,16807.587169441726,2042
29083,20389.385552913198,6728
29085,14526.012886597939,776
29087,19772.897159647404,1021
29089,19793.36983360172,1863
29091,19125.13042791726,12666
29093,28471.532343584306,2829
29095,36070.64092210733,333844
29097,24743.077499374074,51923
29099,24305.22669252366,34549
29101,20264.273337595907,9384
29103,19747.862582781458,604
29105,21687.37076032792,12442
29107,18434.367539716615,6987
29109,20628.563291139242,6478
29111,21089.37989080983,2198
29113,23729.876996805113,6886
29115,20365.74454750564,3989
29117,21856.705737549706,5281
29119,20317.70001977457,5057
29121,18944.802624073018,3506
29123,17121.051236749117,2264
29125,20736.63888888889,1044
29127,23987.596580061425,12047
29129,22936.776082977427,1639
29131,21450.260060872504,5914
29133,19317.42715231788,3322
29135,20207.568567961163,3296
29137,21969.926374650513,2146
29139,20426.757598220905,2698
29141,17211.92744392135,3611
29143,27671.06947718763,7211
29145,25835.973476091982,16438
29147,21327.994920732646,6497
29149,16619.0747986191,1738
29151,21400.04201347602,2523
29153,15367.878676470587,1088
29155,20212.68510431829,4122
29157,23889.917663891778,7688
29159,23694.641200628095,16558
29161,19546.71846070067,11018
29163,22297.674656737257,4297
29165,32812.85438896232,31021
29167,19143.80717651323,5518
29169,17347.0532862666,5949
29171,15433.4039408867,609
29173,24440.931034482757,2262
29175,22125.2832044054,7627
29177,21269.016327788046,3246
29179,20343.120063191152,1266
29181,16349.891266628108,1729
29183,29360.207389016967,84585
29185,14150.040226272784,1591
29186,24723.97581145338,4837
29187,20775.51936997319,14920
29189,38581.70891727603,591739
29195,21505.510657306957,7835
29197,15913.989873417722,395
29199,15259.915820029028,689
29201,21732.375766260648,12561
29203,15613.24,1400
29205,22703.459477124183,1530
29207,19463.975351301542,8682
29209,19409.325646271154,5377
29211,21336.63395225464,2262
29213,19785.235062644173,22109
29215,19065.46893317702,4265
29217,21914.381180223285,5643
29219,22935.505550660793,5675
29221,19233.839788732395,2840
29223,16097.736664795058,1781
29225,20983.792426917797,5097
29227,14972.43043478261,230
29229,18043.96367700475,3579
29510,39148.893144718364,209386
30001,19288.096600331675,2412
30003,21678.78797043011,2976
30005,14999.89625,800
30007,23926.144295302012,894
30009,16930.540787221904,1753
30011,16038.223140495867,121
30013,22763.472805059522,26880
30015,14799.977511244379,667
30017,18914.432794963042,3653
30019,20501.8064516129,496
30021,18549.951200914984,2623
30023,18980.645882912897,2101
30025,23282.264124293786,708
30027,19299.637777042673,3023
30029,23194.442028456768,27410
30031,22280.066565151184,27582
30033,13903.717105263158,152
30035,18874.155581039755,2616
30037,15563.967213114754,61
30039,17750.651911468813,497
30041,20240.91749891446,4606
30043,26994.6499614495,1297
30045,15619.56830601093,183
30047,20885.72297770924,7133
30049,23882.313165829146,19900
30051,20920.088019559902,409
30053,19849.136632598173,3718
30055,20338.98300283286,353
30057,18889.768764215314,1319
30059,16935.573493975902,415
30061,15561.50463576159,755
30063,24030.68111902036,40178
30065,16832.1671686747,664
30067,18524.342127659573,4700
30069,16411.375,32
30071,17366.389135254987,902
30073,19523.255698005698,1404
30075,13263.419811320755,212
30077,20670.722673893404,1107
30079,18339.814159292036,113
30081,21038.552600079798,7519
30083,20922.865519439132,3138
30085,16911.126778783957,2319
30087,30455.303741280914,3154
30089,18453.465264187867,2044
30091,16137.57142857143,924
30093,24158.57163705039,11649
30095,39818.13309636651,2532
30097,18156.293201133143,706
30099,19031.726201269266,1103
30101,21435.008084074372,1237
30103,16748.963302752294,109
30105,18054.219001610305,1863
30107,15062.44864864865,370
30109,14299.191780821919,146
30111,26013.18651987681,56498
31001,23123.638173757485,12857
31003,17646.416442048518,1484
31005,13003.016393442624,61
31007,19724.147540983606,61
31009,21078.929292929293,99
31011,17468.5007751938,1290
31013,20144.46534945444,3391
31015,15771.81993569132,311
31017,17238.258469259723,797
31019,23324.454229191546,19259
31021,18783.161532682192,1331
31023,19940.716587112172,1676
31025,21503.350862312695,3537
31027,19463.583702882483,1804
31029,20150.579876434247,1133
31031,16054.392312789927,1509
31033,20917.095710200192,5245
31035,22772.46087398374,1968
31037,23415.421104780777,4037
31039,21305.30501930502,3367
31041,19801.540267244494,2769
31043,25662.472667910446,10720
31045,15023.9764603313,2294
31047,22780.763571202697,9487
31049,17304.365979381444,388
31051,22567.112089671737,1249
31053,22592.25715102975,13984
31055,32018.197146602444,295227
31057,19846.195187165777,374
31059,21272.865089514067,1564
31061,16473.748490945673,497
31063,18387.777011494254,435
31065,19685.929067077872,1297
31067,20191.5217623498,7490
31069,15377.194174757282,412
31071,15554.086876155268,541
31073,16931.352941176472,221
31075,15204.80303030303,132
31077,17299.446685878964,347
31079,23233.239216404247,27310
31081,21375.273099681384,2197
31083,17505.750382848393,653
31085,19000.26724137931,116
31087,18209.01724137931,348
31089,18402.463580246913,3240
31091,13809.683720930232,215
31093,16803.92503536068,707
31095,20121.816334661355,2510
31097,18599.318442153493,873
31099,20219.39907651715,1516
31101,19225.176825184193,2986
31103,28720.481012658227,79
31105,18061.018239492467,1261
31107,16208.377198302001,1649
31109,27817.261609599973,115917
31111,20208.604091922814,10313
31113,16143.53409090909,88
31119,22751.45268237298,17615
31121,20729.814139941693,1372
31123,17453.390547263683,804
31125,15883.958415841584,505
31127,21645.10372208437,2015
31129,16233.708973322555,1237
31131,20838.534750265673,4705
31133,18588.930735930735,462
31135,22590.237918215615,538
31137,23957.711168164315,3895
31139,16133.423750811162,1541
31141,24662.069351967828,15169
31143,20052.379469434833,867
31145,19052.276945384245,4138
31147,17824.391304347828,2093
31149,16240.540268456376,298
31151,25881.870464220556,4933
31153,29283.507833622185,28850
31155,21000.27007538512,3051
31157,21873.532172878076,13443
31159,22238.92963591775,5301
31161,15303.560390763765,1126
31163,15123.439698492462,398
31165,15092.88,50
31167,39122.538011695906,1026
31169,19672.799667036626,1802
31171,19205.514285714286,175
31173,21962.14241676942,1622
31175,17423.040133779265,897
31177,27456.031866989953,5774
31179,17905.35665634675,3230
31181,18563.68276762402,766
31183,19109.84,200
31185,22685.70208938702,7227
32001,25423.92518703242,6416
32003,31256.923757180444,628269
32005,27833.318965060178,18861
32007,27021.972793265417,16393
32009,39664.082278481015,158
32011,55957.80156046814,3845
32013,31962.18388253372,5857
32015,39816.87344262295,1525
32017,31947.397153945665,773
32019,25383.89678608455,8681
32021,28416.061728395063,1296
32023,32792.63023747358,8043
32027,32673.16347569956,1358
32029,32705.08559201141,701
32031,31579.276064637193,167334
32033,24179.000540832883,1849
32510,29126.591400884372,21258
33001,27340.22991002172,22561
33003,22380.261370419004,16754
33005,28933.944328110334,27698
33007,25015.204474505725,11532
33009,30816.273653667595,43080
33011,39554.56556322444,174877
33013,32459.109494737222,55199
33015,36288.674462835406,116724
33017,32818.74715802262,34571
33019,27809.609131496924,11871
34001,29224.700669034442,121070
34003,46581.47982499384,405700
34005,37320.119470627316,152029
34007,33920.86240840975,166093
34009,23537.145421540943,29748
34011,29338.484322380995,43948
34013,44244.85454197469,292593
34015,30943.593090476585,72306
34017,47980.8952674583,203041
34019,50145.543211812364,38265
34021,43303.74616763165,145080
34023,46774.380848994995,344525
34025,39111.400993576106,195053
34027,62434.122283706274,247580
34029,28235.756073719775,105372
34031,36488.73354920401,151634
34033,40035.43179593482,17367
34035,56141.0333836858,158880
34037,31693.9474372205,29070
34039,45680.911869208125,206863
34041,34516.602171248465,28555
35001,29174.62270348426,254516
35003,16358.484615384616,260
35005,22001.817966755898,16063
35006,19106.01041445271,4705
35007,18473.592254563395,4054
35009,19836.492859253423,10153
35011,17883.509493670885,316
35013,19889.94627311968,41469
35015,26723.59092078189,15552
35017,22736.20266232002,7362
35019,18221.626130653265,995
35021,15274.558823529413,68
35023,15394.061615320566,1201
35025,26763.312264569024,18052
35027,17984.315678856663,4758
35028,36243.22496822483,7081
35029,14653.594884203249,5786
35031,21797.609777712132,13541
35033,20109.076555023923,418
35035,19788.26868634559,11586
35037,16396.133782483157,2078
35039,21152.541238544847,7202
35041,18164.252449567724,3470
35043,39198.201825904405,20483
35045,27668.799816450613,34868
35047,17562.702375181772,4126
35049,27125.800123146877,42226
35051,17228.71504237288,1888
35053,21780.506982156712,2578
35055,19009.513628941088,7961
35057,18745.156479217603,2045
35059,17338.341437632134,946
35061,20598.071963824288,7740
36001,33397.446144982256,163151
36003,24705.188035048846,9929
36005,31492.414080142156,189089
36007,29386.484627961006,81349
36009,24461.611530798604,24092
36011,25200.508972267537,20229
36013,24279.604899672355,46697
36015,26555.949907886657,34197
36017,26835.88870124648,12435
36019,25216.49545874384,25984
36021,25508.252985821026,16997
36023,24714.394138838852,14434
36025,25469.130709590427,11866
36027,36521.08796568739,88364
36029,30605.300206374566,386191
36031,21857.357322325915,11144
36033,21419.249481374583,11087
36035,24050.775247451067,13437
36037,23372.681423564303,18545
36039,22248.26765559497,9303
36041,16863.03095684803,1066
36043,22582.007726427244,13978
36045,24789.04067671938,27190
36047,29052.296628740816,408868
36049,23397.30738755535,4291
36051,21674.37457613753,12681
36053,24043.446097713928,17541
36055,35812.99237242513,352930
36057,23705.449617834394,15700
36059,38985.19009105579,516826
36061,77195.97199580382,1931282
36063,29898.887877394634,65250
36065,25677.492254694465,88828
36067,32655.635489293556,213563
36069,26596.830820727057,38539
36071,27244.696525268366,94367
36073,21379.08294868314,7366
36075,28320.532217472937,25033
36077,24939.140328054298,17680
36079,32263.112447757823,17706
36081,34237.83247302154,449062
36083,30952.534037232566,39589
36085,30961.683227072095,81560
36087,36260.18176480746,86865
36089,26211.349844854012,26749
36091,27773.74252110865,53651
36093,37400.20900246617,51497
36095,22437.73377249357,6224
36097,22127.26929183868,3149
36099,25426.0569612041,7707
36101,48855.380123848365,33105
36103,36517.79311872324,480841
36105,22923.152040761015,18449
36107,36063.99634059265,11204
36109,31576.520644238357,40544
36111,24403.122827394534,48214
36113,26351.406898884004,29570
36115,26214.192079391578,10782
36117,25303.818955592105,24320
36119,46281.75668000968,343001
36121,23370.64165931156,9064
36123,21741.510914332783,4856
37001,27356.42387211611,58428
37003,23914.911645731318,9394
37005,19962.514729512586,3734
37007,24543.8131147541,6100
37009,21635.431590974007,7002
37011,19194.954135954136,6105
37013,24129.81706592754,15153
37015,19174.62608225108,5544
37017,22146.33468001102,10891
37019,25794.931387267166,17985
37021,26794.072334249922,91644
37023,25210.94423754063,29536
37025,29627.45227339891,47374
37027,24600.88600429436,30738
37029,21819.513400335007,1194
37031,18842.58278334092,17576
37033,20848.678033658103,2258
37035,28123.308487332986,92208
37037,25055.608405509018,14086
37039,21661.667912984365,8826
37041,22005.48039007844,4717
37043,21472.598984771572,1379
37045,27306.458751759736,31965
37047,25157.392778833502,13682
37049,24856.629931868047,25979
37051,24228.81358827698,79024
37053,19802.780658025924,3009
37055,19630.1088750938,14659
37057,26069.342528945625,43789
37059,23943.3758121987,9542
37061,21879.1587374462,17425
37063,50134.344976855245,149926
37065,27537.911241386402,19446
37067,34491.490359854135,164261
37069,26248.512814101763,7999
37071,28173.845548501402,67730
37073,20336.9263803681,978
37075,21416.039091389328,1893
37077,27930.351782770886,11527
37079,19725.53207267334,2697
37081,32314.74658907624,249859
37083,22791.63228826784,14098
37085,22640.633650395852,17557
37087,23488.752412545236,13264
37089,27946.032885950855,29952
37091,22145.075246763234,7801
37093,20817.993780625708,5306
37095,16653.803680981597,1304
37097,28325.293370344854,49354
37099,21156.120896717373,8743
37101,25450.515171056206,29464
37103,21533.177184466018,1236
37105,27063.10554142153,25156
37107,23992.157208424484,23313
37109,25906.665431729907,16735
37111,25622.177457560207,15198
37113,22774.30037250254,8859
37115,24069.349186483105,3196
37117,28410.71596752368,7390
37119,41202.57094110718,460107
37121,22850.372384118913,5113
37123,22429.168756788782,10127
37125,25506.036020772717,27151
37127,27273.405223390277,36528
37129,27621.62040337063,72390
37131,24427.617691608604,3301
37133,18384.350552705728,27682
37135,27550.399776105478,32158
37137,17999.98006932409,2308
37139,21394.32670157068,9550
37141,19913.743447180303,6295
37143,17971.23450134771,1113
37145,25797.636726732304,10766
37147,24953.639358860197,49412
37149,20366.38214976513,3619
37151,25886.63067742292,45245
37153,22980.279853031232,13064
37155,21720.64750980984,33130
37157,25163.455501002696,28922
37159,28770.97805468183,41330
37161,25428.994045680793,21497
37163,22292.0016510732,14536
37165,25562.127528089888,16020
37167,24957.107711070457,18039
37169,23132.108957099263,5571
37171,23170.81586304382,31835
37173,20238.800313409447,4467
37175,29417.721465849783,8814
37177,17875.214912280702,456
37179,28985.226128831815,38624
37181,22526.525493210353,15612
37183,35160.387265244666,316127
37185,19625.224076704544,2816
37187,19087.99276345545,2211
37189,19884.82655325444,16224
37191,23493.768044061246,34679
37193,26808.53249512248,23065
37195,28387.652634794562,32735
37197,21933.791396854765,8648
37199,21559.218009478675,4009
38001,19628.738726790452,754
38003,19078.857309260336,3434
38005,20714.54806312769,1394
38007,14604.09958506224,241
38009,17951.141146817896,1587
38011,18018.41712707182,1086
38013,20163.900584795323,342
38015,25354.80552024696,33042
38017,27365.22849547527,72601
38019,20263.827940015784,1267
38021,19452.197282929712,1693
38023,13766.566854990584,531
38025,20641.289562289563,594
38027,18378.94559099437,533
38029,17251.87751004016,996
38031,21332.4626569729,1513
38033,16593.705463182898,421
38035,23435.12534353413,26926
38037,16317.918181818182,440
38039,19791.10296010296,777
38041,17984.936619718308,426
38043,16652.471698113208,424
38045,17162.850945494993,899
38047,15124.374407582938,422
38049,19785.220858895704,652
38051,16586.231884057972,966
38053,22432.16204913748,1913
